label,days,total_pnl,mean,std,sharpe,score,hit_rate,max_drawdown,turnover,commission
fee_0x,250,47489.190000000075,189.9567600000003,1377.3057326448268,2.180692363025516,156.951907705509,0.56,-22085.089999999982,15304448.909999996,0.0
fee_1x,250,45958.745109000025,183.8349804360001,1377.3664370794027,2.1103216839773378,150.12517766730255,0.56,-22521.564124999975,15304448.909999996,1530.4448909999994
fee_2x,250,44428.30021800003,177.71320087200013,1377.434382907945,2.039946483142563,143.28187748181378,0.56,-22958.038250000005,15304448.909999996,3060.889781999999
fee_5x,250,39836.965545,159.34786218,1377.6816574722989,1.8288048695223909,122.67002521832177,0.548,-24267.46062499997,15304448.909999996,7652.224455
